20krecognize,	     6
50krecognize,	    12
500naiveReverse,    14
1000naiveReverse,   62
2000shuttle,	     1
5000shuttle,	     3
20000shuttle,	    13
50000shuttle,	    30
10kpingpong,	     4
20kpingpong,	     9
50pDblFstLoop,	    22
100pDblFstLoop,	   210
50pDoubleFirst,	     3
100pDoubleFirst,    28
200pDoubleFirst,   236
500pDoubleFirst,  3866
pyramid500,	    31
bintree18,	  1375
testJoins,	   131
mondial,	   682
